Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
Larn	4TH	293	Wizard	4	AD&D	Common	Elf, adventurer. When Larn is in a pool with two or more other adventurers, all phase 4 spells cast by an adventurer are doubled in level.
Livekor	4TH	294	Monster	9	AD&D	Common	Dragon, flyer, adventurer. Livekor can cast cleric spells. When he is in a pool with five or more other adventurers, all monsters in that pool can become heroes at the start of this player's turn.
Shayla	4TH	295	Hero	3	AD&D	Common	Adventurer. When Shayla is in a pool with four or more adventurers, all adventurers in that pool are immune to offensive magical items.
Ssilcroth	4TH	296	Monster	5	AD&D	Common	Adventurer. When Ssilcroth is in a pool with four or more other adventurers, allies cannot be used to defend against an attack by this player's adventurers.
Rumples	4TH	297	Wizard	8	AD&D	Common	Gnome, adventurer. When Rumples is in a pool with five or more other adventurers, this player may deflect harmful events targeting him at any other player.
Diamond	4TH	298	Wizard	3	GH	Common	Diamond can come to the aid of her sisters, Emerald and Topaz, and can act as an ally. Win or lose, she is discarded.
Emerald	4TH	299	Wizard	6	GH	Common	Emerald can come to the aid of her sisters, Diamond and Topaz, and act as an ally. Win or lose, she returns to her pool minus any attached cards.
Topaz	4TH	300	Wizard	9	GH	Common	Topaz can come to the aid of her sisters, Diamond and Emerald, and act as an ally. Win or lose, she returns to her pool with all of her attached cards.
Ruby	4TH	301	Hero	4	DL	Common	Ruby can put one hero unarmed combat card beneath her in the pool. She can use the card during her own combat, or she can play the card for her sisters, Jacinth and Amethyst, when they are in combat.
Jacinth	4TH	302	Hero	6	DL	Common	Jacinth can put two hero unarmed combat cards beneath her in the pool. She can use the cards during her own combat, or she can play them for her sisters, Ruby and Amethyst, when they are in combat.
Amethyst	4TH	303	Hero	8	DL	Common	Amethyst can use any unarmed combat cards and can put two such cards beneath her in the pool. She can use the cards during her own combat, or she can play them for her sisters, Ruby and Jacinth, when they are in combat.
Pearl	4TH	304	Cleric	3	RL	Common	Pearl can bless all allies played with her or her sisters, Amber and Aquamarina, giving each ally a +2 bonus.
Amber	4TH	305	Cleric	5	RL	Common	Amber can magically enhance all magical items held by her or her sisters, Pearl and Aquamarina, giving each item a +2 bonus.
Aquamarina	4TH	306	Cleric	7	RL	Common	Swimmer. An artifact attached to Aquamarina also functions for her sisters, Pearl and Amber
Cyclops	4TH	307	Monster	7	AD&D	Common	Giant. The cyclops gains 2 levels for each magical item attached to him.
Ettin	4TH	308	Monster	5	AD&D	Rare	Giant. Being of two minds, the ettin may have two AD&D artifacts attached to him.
Formorian Giant	4TH	309	Monster	6	AD&D	Common	The formorian is so repulsive that no allies can be played in combat against him.
Fire Giant	4TH	310	Monster	8	AD&D	Common	This Giant gains an additional 4 levels when fighting swimming champions.
Yumac the Cold	4TH	311	Wizard	7	AD&D	Rare	"Giant. A master of elemental magical, all spells cast during phase 3 that affect champions ""of X level or less"" have that level increased by 2."
Pellgrade the Inexorable	4TH	312	Wizard	9	AD&D	Common	Giant, Flyer, Swimmer. During battle, Pellgrade can cast a +7 lightning bolt offensive spell that destorys one of his opponent's magical items or artifacts.
Neranal	4TH	313	Cleric	5	AD&D	Common	Giant, swimmer. Neranal has a pet shark as a +4 swimming ally that devours (discards) the first swimming ally played against this champion.
Gloaranor	4TH	314	Cleric	6	AD&D	Common	Giant. Gloaranor can attack any realm showing trees, regardless of position or special powers.
Moralin	4TH	315	Cleric	7	AD&D	Common	Giant. When Moralin attacks, any allies the defender wishes to use during that round of combat must be shown to this player. Only those allies may be played.
Borin Moradinson	4TH	316	Cleric	5	FR	Common	Dwarf. Claiming to be an offspring of the god Moradin, Borin can never be discarded through combat if the avatar is in play. If defeated, he merely returns to his pool with attachments.
Mallin Dimmerswill	4TH	317	Cleric	6	FR	Common	Dwarf. This champion gains 3 levels against all Underdark monsters and can use hero unarmed combat cards.
Arden Glimrock	4TH	318	Cleric	8	FR	Common	Dwarf. No drow can stand against this mighty leader, drow allies are instantly killed, and drow champions return to their pools, defeated.
Drider	4TH	319	Monster	4	FR	Common	Underdark. This nasty monster can use offensive blood abilities and is immune to offensive hero unarmed combat cards.
Eye Tyrant	4TH	320	Monster	6	FR	Common	Underdark. This beholder can cast wizard spells and is immune to offensive magical items.
Roper	4TH	321	Monster	9	FR	Common	"Underdark. Only offensive spells and magical items that have the word ""fire"" in their title have any effect on this monster. It is immune to psionic attack."
Malleyahl	4TH	322	Hero	4	FR	Common	Elf (drow). Malleyahl gains 3 levels when defending an Underdark realm and can use offensive psionic power cards.
Malaruat	4TH	323	Hero	6	FR	Common	Elf (drow). Malaruat can corrupt a monster in the pool of a player not involved in the current combat to act in his stead. That player must provide the champion, but this player may only use the cards in his own hand.
Maleficent	4TH	324	Hero	8	FR	Common	Elf (drow). Maleficent can cast wizard spells and use blood abilities. She commands such power that one avatar not involved in combat must aid her in any way its special powers can.
Isika	4TH	325	Hero	4	FR	Common	Allies are sympathetic to Isika, those played with her gain 2 levels and those played against her lose 2 levels.
Merika	4TH	326	Hero	3	DS	Common	Elf. Merika can use blood abilities.
Funerea	4TH	327	Hero	8	DS	Common	Giant. Allies flock to Funerea's side, abandoning their champion to join her.
Salurana	4TH	328	Psionicist	3	DL	Common	Elf (drow). Salurana psionically polymorphs all allies played with her, changing them to elves or drow, as desired. (Def/4)
Jella	4TH	329	Psionicist	5	DL	Common	Jella can Raise Object, lifting a magical item away from a champion in an opponent's pool and discarding it during phase 3. (Off)
Myalasia	4TH	330	Psionicist	3	DL	Common	Dwarf. During combat, Myalasia can Locate Object, randomly drawing one card from opposing player and discard it. (Off)
Kit'Kit'Kin	4TH	331	Psionicist	6	DS	Common	Kit'Kit'Kin has a Fortress of Iron Will in effect at all times unless she drops to level 0, while the fortress is in effect, she is immune to psionic attack. (Def)
Beala	4TH	332	Psionicist	5	DS	Common	Dwarf (mul). This dwarf's focus is undead, and her hatred is so intense that she doubles her base level whenever in battle with them.
Minerva	4TH	333	Psionicist	7	DS	Common	Flyer. Minerva has Danger Sense. If she is about to lose a battle, she can retreat back to her pool, though the battle is still lost. (Def)
Islerik	4TH	334	Hero	5	FR	Common	Islerik is immune to offensive magical items. When defending, he can reflect the special power of the attacting champion, causing it to affect the attacker.
Merik	4TH	335	Hero	4	DS	Common	Elf. Merik can cast cleric spells. He can pass through the earth at will, allowing him and his allies to earthwalk.
Pyre	4TH	336	Hero	7	DS	Common	Giant. Pyre can cast wizard spells. He gains 7 levels when in combat with nonspellcasting champions.
Ansalong	4TH	337	Psionicist	2	DL	Common	Elf (drow). Ansalong negates the special powers of all offensive cards attached to an opposing champion.
Jarek Halvs	4TH	338	Psionicist	6	DS	Common	During combat, Jarek can psionically Reverse Gravity, causing all opposing flyers to become nonflyers and nonflyers to become flyers. (Off)
Moraster	4TH	339	Psionicist	3	DS	Common	Dwarf. If this player chooses not to attack on his turn, Moraster can use his Create Object power to search though the draw pile for any magical item and place it on the top of his deck. (Def)
Kai'Rik'Tik	4TH	340	Psionicist	8	DS	Common	This thri-kreen can psionically Summon Planar Creature to use a monster champion from any pool as an ally. If Kai'Rik'Rik is defeated, the monster is discarded. (Off)
Talcon	4TH	341	Psionicist	4	DS	Rare	Dwarf (mul). If defeated in combat, Talcon can psionically Fate Link to bring another champion from any pool to the discard pile with him. (Off)
Minervan	4TH	342	Psionicist	9	DS	Common	Flyer. Minervan's Flesh Armor power adds 4 to his base level when attacking or defending. (Def)
Apocalypse	4TH	343	Monster	7	BR	Common	Awnshegh, flyer. Apocalypse can cast wizard spells and use blood abilities. It automatically defeats a realm champion.
The Harpy	4TH	344	Regent	5	BR	Common	Awnshegh, flyer. The Harpy can cast wizard spells. No flying allies can be played against this champion.
The Magian	4TH	345	Regent	9	BR	Rare	Awnshegh, undead. The Magian can cast wizard and cleric spells. He and his allies are immune to the special powers of opposing realms and holdings.
Serpent	4TH	346	Regent	6	BR	Common	Awnshegh. The Serpent can cast cleric spells. In battle, it can turn into a giant constrictor snake (monster, base level 12), but can no longer cast cleric spells.
Chernevik	4TH	347	Regent	8	BR	Common	Chernevik can cast cleric spells. He can employ his Iron Will blood ability to resist being removed from his pool for any reason.
Cidre Bint Corina	4TH	348	Regent	4	BR	Common	Elf. When attacking a realm showing trees, Cidre's allies cannot be forced to switch sides or discarded for any reason.
Adan El-Mesir	4TH	349	Regent	5	BR	Common	Adan is charismatic and used to the burdens of command. Any allies played with him gain 2 levels and are immune to offensive spells.
Rahil the Falcon	4TH	350	Regent	7	BR	Common	Rahil can cast wizard spells. He can employ his blood history ability to look at the top five cards on any opponent's draw pile.
Arlando El-Adaba	4TH	351	Regent	8	BR	Common	Arlando is a master diplomat. He can be discarded to end a battle between any two players. Champions return to their pools without declaring a winner. No further attacks this turn are allowed. This player gets to draw a card.
The Ancient Dead	4TH	352	Monster	7	RL	Common	Undead. This monster's touch causes mummy rot, permanently subtracting its base level from the base level of any champion who defeats it.
Madman Enraged	4TH	353	Hero	5	RL	Common	Undead. During combat, this ghoul goes into a berserk rage and destorys one of the opposing player's holdings (this player's choice).
Ting Ling	4TH	354	Cleric	8	RL	Common	Flyer. Ting Ling can use blood abilities. He confers the power to fly on his allies, allowing them to attack with him.
The Death Ship	4TH	355	Monster	4	RL	Common	Undead, Swimmer. This inanimate object is the home of evil spirits. Only swimming allies may be played against this champion.
The Lesser Mummy	4TH	356	Cleric	3	RL	Common	Undead. This apparition drains 3 levels from the attacking champion, adding them to itself. Lycanthropes fear it, and no werecreature will attack it.
Bride of Malice	4TH	357	Wizard	9	RL	Common	Undead (vampire). This wizard is immune to psionic attack and offensive unarmed combat cards. She can use blood abilities and unarmed combat cards usable by dragons.
The Vulture of the Core	4TH	358	Monster	6	RL	Common	Flyer. When defending a Ravenloft realm, the vulture can opt to draw five cards from his draw pile. He can use only those cards for the battle, and all are discarded at the end of the round.
Fleeing Adventurers	4TH	359	Hero	3	RL	Common	If defeated by a psionicist or regent, this champion can flee back to its pool rather than being discarded.
The Bog Monster	4TH	360	Monster	8	RL	Common	Four allies must be played against this champion before any of their powers or levels take effect. Once four are played, the result is totaled and applied.
Flight	4TH	361	Wizard Spell		AD&D	Common	This player's champions and allies put forward in battle become flyers for this turn. (Def/3/4)
Shapechange	4TH	362	Wizard Spell	6	AD&D	Uncommon	The caster can choose to become any other type of champion (cleric, hero, regent, etc.) until the end of this players turn. (Def/3/4)
Fireball	4TH	363	Wizard Spell	4	AD&D	Common	Destroys immediately all opposing allies of level 4 or less. (Off/4)
Lightning Bolt	4TH	364	Wizard Spell	5	AD&D	Common	Immediately destroys one opposing ally of level 4 or less, or one magical item, of the caster's choice. (Off/4)
Magic Missile	4TH	365	Wizard Spell	3	AD&D	Common	The level bonus increases to +5 if cast by a level 7 or 8 champion or to +9 if cast by a champion of level 9 or higher. (Off/4)
Wall of Fire	4TH	366	Wizard Spell	3	AD&D	Common	Only flyers can attack across the wall. (Off/4)
Wall of Force	4TH	367	Wizard Spell	5	AD&D	Common	Only earthwalkers can attack across the wall. (Def/4)
Cone of Cold	4TH	368	Wizard Spell	5	AD&D	Common	Destroys one artifact, chosen by the caster. If cast during phase 3, the caster does not receive a level bonus. (Off/3/4)
Crushing Fist	4TH	369	Wizard Spell	4	AD&D	Common	The crushing fist adds 4 levels or destroys one magical item, chosen by the caster. (Off/4)
Dispel Magic	4TH	370	Wizard Spell		AD&D	Common	Can be cast at any time to cancel the effects of a just-cast spell or to cancel an existing spell. (Def)
Wall of Fog	4TH	371	Wizard Spell		AD&D	Common	No attacks are allowed against any player until this player's next turn. (Off/3)
Fear	4TH	372	Wizard Spell		AD&D	Common	Attach to any enemy champion in a pool, that champion cannot attack or defend until the fear is dispelled. (Off/3)
Blink	4TH	373	Wizard Spell		AD&D	Common	A champion who is about to lose a round of battle escapes to the player's pool, but the round is still lost. (Def/4)
Charm Monster	4TH	374	Wizard Spell		AD&D	Common	An opposing monster returns to its pool, the caster wins this round of battle. (Off/4)
Black Tentacles	4TH	375	Wizard Spell		AD&D	Common	All champions of level 4 or less die, regardless of whether they are in battle or in pools. (Off/3/4)
Death Fog	4TH	376	Wizard Spell		AD&D	Common	Kill all champions of level 5 or less in one player's pool and prevents survivors from attacking until after that player's next turn. (Off/3)
Death Spell	4TH	377	Wizard Spell		AD&D	Uncommon	Kills any one champion or ally of the caster's choosing of level 7 or less. (Off/3/4)
Power Word, Stun	4TH	378	Wizard Spell		AD&D	Common	Can be cast at any time to negate the special power of an attacking champion before his power can activate. (Off)
Spell Turning	4TH	379	Wizard Spell		AD&D	Common	Can be cast at any time to turn a just-cast offensive spell back upon its caster as if the original target had cast it. (Def)
Power Word, Silence	4TH	380	Wizard Spell		AD&D	Common	The opposing champion cannot cast spells for this round of combat. (Off/4)
Death Link	4TH	381	Wizard Spell	2	AD&D	Uncommon	If the casting champion is defeated, the opposing champion is also discarded. (Def/4)
Limited Wish	4TH	382	Wizard Spell	1	AD&D	Uncommon	This spell can be cast at any time to negate the effect of any event card. (Def)
Time Stop	4TH	383	Wizard Spell		AD&D	Uncommon	Take any one wizard spell from your draw pile and play it immediately. Then, reshuffle the draw pile. (Def/3/4/5)
Wish	4TH	384	Wizard Spell		AD&D	Uncommon	Discard any one card in play (except a realm) regardless of its immunities. This spell can be cast at any time, but the casting champion cannot be used again until its owner's next turn. (Off)
Reverse Gravity	4TH	385	Wizard Spell		AD&D	Common	All flyers become non-flyers and vice-versa until the beginning of this player's next turn. Swimmers and earthwalkers are unaffected by this spell. (Off/3/4)
Mirror Image	4TH	386	Wizard Spell		AD&D	Common	This spell doubles the caster's current level. (Def/4)
Elminster's Evasion	4TH	387	Wizard Spell		AD&D	Common	A wizard who casts this spell can sacrifice another wizard from his pool to escape defeat, but the opponent still gains spoils (if applicable). (Def/4)
Prismatic Sphere	4TH	388	Wizard Spell	4	AD&D	Common	This spell may only be cast by a defending champion and lasts until the beginning of this player's next turn. The attached champion is immune to harmful events and the special powers of all cards. (Def/4)
Re-target	4TH	389	Wizard Spell		AD&D	Common	Allows this caster to redirect a just-cast offensive or defensive spell at any card in play. This spell may be cast at any time. (Def)
ESP	4TH	390	Wizard Spell		AD&D	Common	When this player's opponent plays a card into the battle, it is played face down. This player then guesses the card type (ally, wizard spell, etc). If correct, that card is discarded. (Off/4)
Leomund's Trap	4TH	391	Wizard Spell		AD&D	Common	Hide under any realm in your formation, expose when the realm is attacked. Any champion of base level 4 or less is immediately discarded before the battle begins. (Off/3)
Misdirection	4TH	392	Wizard Spell		AD&D	Common	Play just after an opponent has announced an attack on any realm. Choose another realm in the same formation for the champion to attack instead, which he and his allies may, regardless of position or restrictions. (Off)
Ray of Enfeeblement	4TH	393	Wizard Spell		AD&D	Common	Reduces the target's base level by half (round down) until the end of that player's next turn. (Off/3/4)
Stinking Cloud	4TH	394	Wizard Spell		AD&D	Common	All opposing allies of level 3 or less are discarded. Opposing allies of level 4 or higher lose their special powers. (Off/4)
Sepia Sanke Sigil	4TH	395	Wizard Spell		AD&D	Common	Hide under any realm in your formation, expose when the realm is attacked. An attacker is sent to Limbo until the end of that player's next turn. Discard spell after use. (Def/3)
Armor	4TH	396	Wizard Spell		AD&D	Common	Until the end of this champion's next combat, increase the caster's base level by 1 if cast by a champion level 5 or less, by 3 if level 6-9, or by 5 if level 10+. (Def/3/4/5)
Sticks to Snakes	4TH	397	Cleric Spell	4	AD&D	Common	Increases to +6 if cast by a level 7 or 8 champion, and increases to +8 if cast by a level 9 or higher champion. (Off/4)
Sanctuary	4TH	398	Cleric Spell		AD&D	Common	The cleric who casts Sanctuary loses the round of battle but is not discarded, it returns to the pool instead. (Def/4)
Wind Walk	4TH	399	Cleric Spell		AD&D	Common	The champion and his allies are considered flyers for this round of battle. (Def/3/4)
Dispel	4TH	400	Cleric Spell		AD&D	Common	Can be cast at any time to cancel the effects of an existing or just-cast spell, blood ability, or psionic power card. (Def)
Raise Dead	4TH	401	Cleric Spell		AD&D	Common	Any one defeated champion can be selected from this player's discard pile and placed back in his hand. (Def/3/5)
Creeping Doom	4TH	402	Cleric Spell		AD&D	Uncommon	Immediately razes one realm with no holding. (Off/3)
Earthquake	4TH	403	Cleric Spell		AD&D	Uncommon	All cards currently in battle are discarded, and combat ends with no victor. Every player must raze one of his own realms or discard a holding in play. (Off/3/4)
Shadow Engines	4TH	404	Cleric Spell		AD&D	Common	Discard any holding of an opponent. (Off/3/4)
Faith-Magic Zone	4TH	405	Cleric		AD&D	Common	Only cleric spells can be cast until the end of this player's next turn. (Def/3/4/5)
Ward of Sleep	4TH	406	Cleric Spell		AD&D	Common	This spell can be cast to place one champion from any player's discard pile to the Abyss. (Off/3/4/5)
Ward of Peace	4TH	407	Cleric Spell		AD&D	Common	This spell serves as a protector for a player's pool. Any spell directed at the player's pool must be first directed at the ward, who is considered a level 8 hero in a pool all his own.
Ward of Erebus	4TH	408	Cleric Spell		AD&D	Common	Until the end of this player's next turn, all clerics discarded by any means are sent to Limbo instead of the discard pile. They return to players' pools at the end of their next turns. (Def/3)
Ward of Laocoon	4TH	409	Cleric Spell		AD&D	Common	The special powers of all dragons and swimmers are negated until the end of this player's next turn. (Off/3)
Ward of Laius	4TH	410	Cleric Spell		AD&D	Common	"Until the end of this player's next turn, all players ""elevate"" one of their pool champions to King. Their King is the first to attack or defend and is immune to harmful events. If defeated in combat, the highest level champion remaining in the pool is also discarded. (Off/3/5)"
Ward of Freedom	4TH	411	Cleric Spell		AD&D	Common	This spell can be cast to recall any champion from Limbo back to the player's pool or from the Abyss to the discard pile. (Def/3)
Ward of Ironguarding	4TH	412	Cleric Spell		AD&D	Common	Until the end of this player's next turn, this player's draw pile is immune to the special power of other cards that try to look at or discard cards from the draw pile. (Def/3/5)
Ward of Ruin	4TH	413	Cleric Spell		AD&D	Common	Until the end of this player's next turn, any realm that is razed in combat is also discarded. (Off/3)
Ward of the Erinyes	4TH	414	Cleric Spell		AD&D	Common	Until the end of this player's next turn, no rule cards can be played. The owner of any rule card currently in play must discard either a realm, holding, or champion. (Off/3)
Animal Friendship	4TH	415	Cleric Spell		AD&D	Common	This spell adds a permanent ally to the caster equal to half his base level (round up). (Def/3/4)
Command	4TH	416	Cleric Spell		AD&D	Common	An opposing player must attack with the targeted champion (if possible) during his next turn. If he does not, the champion is discarded and the player must discard two cards from his hand or pool.
Shillelagh	4TH	417	Cleric Spell		AD&D	Common	Shillelagh creates a magical weapon equal to half the caster's base level (round down) that lasts until the end of this player's next turn. (Def/3/4)
Aid	4TH	418	Cleric Spell	4	AD&D	Common	Cast by a champion in the pool into a combat, this spell adds 4 to the base level of the affected champion. (Def/4)
Enthrall	4TH	419	Cleric Spell		AD&D	Common	Prevents all champions in one player's pool from attacking or defending until after that player's next turn. This player can make no attacks this turn. (Off/3)
Fire Trap	4TH	420	Cleric Spell		AD&D	Common	Hide under any realm in your formation, expose when the realm is attacked. Any champion of base level 5 or less is immediately discarded before the battle. Discard spell after use. (Off/3)
Heat Metal	4TH	421	Cleric Spell		AD&D	Common	Opposing champion is stripped of all magical items and artifacts. Items are sent to Limbo until the end of the player's next turn and then return to their original champion (if possible) or are discarded. (Off/3/4)
Locate Object	4TH	422	Cleric Spell		AD&D	Common	Allows this player to search his draw pile for any magical item or artifact and place it on the top of his draw pile. (Def/3/5)
Negative Plane Protection	4TH	423	Cleric Spell	2	AD&D	Common	Lasts until dispelled or until the champion is involved in combat with an undead champion. The protected champion is immune to the special powers of all undead champions. (Def/3/4)
Switch Personality	4TH	424	Psionic Power		AD&D	Common	May be used during a round of battle to exchange this champion for one in your pool. The pool champion may have already attacked or defended this battle. (Def/4)
Superior Invisibility	4TH	425	Psionic Power		AD&D	Common	An invisible champion can bypass a defending wizard or cleric of base level 4 or less and raze the realm. The defending champion returns to his pool. (Def/4)
Mindlink	4TH	426	Psionic Power	4	AD&D	Common	Allows the champion to cast cleric and wizard spells, use blood abilities, and use unarmed combat cards for this round of battle. (Def/4)
Precognition	4TH	427	Psionic Power	4	AD&D	Common	The opposing player must reveal the next two cards he plans to play in this combat. (Off/4)
Phobia Amplification	4TH	428	Psionic Power		AD&D	Common	The base level of this champion is subtracted from the base level of the target. If the opponent is reduced below level 0, he remains in combat at a negative total. (Off/4)
Body Weaponry	4TH	429	Psionic Power	6	AD&D	Common	Discards any unarmed combat cards in play and prevents further unarmed combat cards from being used this round. (Off/4)
Lend Health	4TH	430	Psionic Power		AD&D	Common	This power is played by a champion in the pool to lend its base level to another champion in combat. If the aided champion loses, this champion is discarded as well. (Def/4)
Metamorphosis	4TH	431	Psionic Power	5	AD&D	Uncommon	This champion can choose to become a different type of champion type (hero, wizard, etc) for this round of battle. (Def/4)
Mindwipe	4TH	432	Psionic Power		AD&D	Common	An opposing champion cannot cast any spells or use psionic power cards for the rest of this round of battle. (Off/4)
Jab	4TH	433	Unarmed Combat	1	AD&D	Common	Usable only by heroes. Draw one card at random from the opposing player, playing it if possible but discarding it otherwise. (Off/4)
Boot to the Head	4TH	434	Unarmed Combat	1	AD&D	Common	Usable only by heroes. An opposing wizard, cleric, thief, or regent draws and discards a card, noting its last digit. If the digit is a 0 or a 1, the opponent is defeated. (Off/4)
Reversal	4TH	435	Unarmed Combat		AD&D	Common	Usable by all champions. This maneuver turns a just-played offensive unarmed combat card back upon its user. (Def/4)
Choke Hold	4TH	436	Unarmed Combat		AD&D	Common	Usable only by heroes. An opposing spellcaster cannot cast spells for this round of combat. (Off/4)
Counter	4TH	437	Unarmed Combat		AD&D	Common	Usable by all champions. This unarmed combat card negates a just-played unarmed combat card. (Def/4)
Rake!	4TH	438	Unarmed Combat	3	AD&D	Common	Usable only by undead champions. The opposing champion must discard one card from the current round of combat. (Off/4)
Tail Slap	4TH	439	Unarmed Combat	2	AD&D	Uncommon	Usable only by dragons. All nonflying opponents lose two levels. If reduced to level 0 or less, they are discarded. (Off/4)
Blind Side!	4TH	440	Unarmed Combat	4	AD&D	Common	Usable only by elf (drow) champions. This can be played at any time to discard the highest ally, spell, or psionic power card played during this round of combat. (Off/4)
Heroic Effort	4TH	441	Unarmed Combat		AD&D	Common	Usable only by heroes. The attached hero can discard any single card attached to an opposing champion. Win or lose, the hero is discarded at the end of the battle. (Off/4)
Elemental Control	4TH	442	Blood Ability	2	AD&D	Common	"The attached champion is immune to all offensive spells containing the words ""fire, flame, air, wind, water, or earth."" (Def/4)"
Fear	4TH	443	Blood Ability	3	AD&D	Common	All opposing allies whose plus is less than the last digit of the attached champion's card number are immediately discarded. (Off/4)
Healing	4TH	444	Blood Ability		AD&D	Common	This ability can be used after a combat to return up to two just-discarded allies from the discard pile to your hand. (Def/5)
Resistance	4TH	445	Blood Ability		AD&D	Common	The attached champion is immune to offensive magical items until the end of this round of battle. (Def/4)
Bloodform	4TH	446	Blood Ability	5	AD&D	Common	Attached champion becomes a monster and is now considered an awnshegh. Lasts until the attached champion is discarded. (Def/3/4/5)
Charm Aura	4TH	447	Blood Ability		AD&D	Common	All opposing allies of +5 or less are forced to switch sides. Allies played after this blood ability are unaffected. (Off/4)
Major Resistance	4TH	448	Blood Ability		AD&D	Common	Attached champion is immune to offensive magical items and offensive spells until the end of this player's next turn.
Wither Touch	4TH	449	Blood Ability	5	AD&D	Common	Any champion defeated by the attached champion is sent to the Abyss rather than the discard pile. (Off/4)
Persuasion	4TH	450	Blood Ability		AD&D	Common	Attached champion draws and discards a card, noting the last digit of the card number. This is the number of opposing allies (chosen by the opponent) which are persuaded not to fight. Allies are sent to the discard pile. (Off/4)
Ren's Crystal Ball	4TH	451	Artifact		GH	Common	During phase 0 of each turn, the owner of Rens's Crystal Ball can inspect the top three cards of any deck and discard one card.
Codex of the Infinite Planes	4TH	452	Artifact		GH	Common	All of this player's champions are immune to offensive magical items and offensive spells.
Eye and Hand of Vecna	4TH	453	Artifact	2,5	GH	Common	The attached champions gains 5 levels when attacking, but only 2 levels when defending.
Cup of Al'Akbar	4TH	454	Artifact		GH	Common	If this player discards three cards from his hand during phase 5, he can return any one card from the discard pile to his hand.
The Ring of Winter	4TH	455	Artifact		FR	Common	While this card is in play, all opponents draw one fewer card then normal on their turns (minimum of one card).
Wand of Orcus	4TH	456	Artifact	9	AD&D	Common	This wand can be attached to any undead monster champion. When the wand is used in battle against an opposing champion of level 8 or less, the opponet is instantly slain (discarded).
Axe of the Dwarvish Lords	4TH	457	Artifact	3	AD&D	Common	The Axe can be attached to any champion. In addition to the listed bonus, the Axe also gives the attached champion a +8 ally.
Guenhwyvar	4TH	458	Artifact	5	FR	Common	If the attached champion is defeated, Guenhwyvar may be attached to any other Forgotten Realms champion in the player's pool.
Obsidian Man of Urik	4TH	459	Artifact	6	DS	Common	If the attached champion is discarded, the artifact returns to the player's pool as a monster. Instead of attaching this artifact to a champion, the player can play the Obsidian Man as a monster.
The Throne of the Gods	4TH	460	Artifact	10	AD&D	Common	The Throne of the Gods can be used by a champion of any world. It is not subject to the Rule of the Cosmos, but any champion with the Throne attached must immediately battle any other champion who also claims the Throne. The winner receives a spoils of victory.
Nature's Throne	4TH	461	Artifact	6	AD&D	Common	Usable by any champion from any world. Nature's Throne strips any special movement requirement (swimmers, flyers, etc) from any realm that this player's champions attack.
Throne of Bone	4TH	462	Artifact	4	AD&D	Common	Can be used by an undead champion from any world. All of this player's undead are immune to offensive psionic power cards, unarmed combat cards, and blood abilities.
The Medusa Throne	4TH	463	Artifact	5	AD&D	Common	"Usable by a champion from any world. An opponent's special powers that activate upon defeat (""avenging"" champions and allies) are negated and ""avenging"" champions and allies are sent to the Abyss when defeated."
Throne of Ice	4TH	464	Artifact	4	AD&D	Common	"Can be attached to a champion from any world. The Throne of Ice allows a champion to attack a rule card as if it were a realm. Any player can defend the rule card like a normal realm, but if the attack is successful, the rule card is ""razed"" and removed from play."
Throne of the Seas	4TH	465	Artifact	5	AD&D	Common	Can be attached to a swimming champion from any world. All swimming champions of this player are immune to harmful events and offensive magical items. Swimming champions and allies gain 2 levels.
Throne of the Pharaohs	4TH	466	Artifact	3	AD&D	Common	Usable by a champion from any world. When brought into play, all events in play are negated and no more can be played as long as the Throne of the Pharaohs remains in play.
The Emerald Throne	4TH	467	Artifact	5	AD&D	Common	Usable only by an elf champion from any world. All elves of this player can use unarmed combat, psionic power, and blood ability cards.
Throne of the Drow	4TH	468	Artifact	4	AD&D	Common	Usable ony by elf (drow) champions from any world. Instead of attacking a realm during a turn, the attached can attack a champion in another player's turn. If sucessful, this player draws a card (but not as spoils) and the defender is discarded.
Elementat Avatar of Earth	4TH	469	Cleric	15	DS	Rare	Avatar. Two Dark Sun champions must be discarded to bring this avatar into play. All champions of this player are granted the earthwalking ability.
Elemental Avatar of Air	4TH	470	Cleric	15	DS	Rare	Avatar. Two flying champions from any world must be discarded to bring this avatar into play. All flying champion of this player are immune to cards that directly target flyers.
Elementat Avatar of Water	4TH	471	Cleric	15	DS	Rare	Avatar. A Dark Sun cleric of level 12 or higher must be discarded to bring this avatar into play. Once per turn, this player can look at the top card of each player's draw pile and discard any champions or allies that are swimmers.
Elemental Avatar of Fire	4TH	472	Cleric	15	DS	Rare	Avatar. A monster (dragon) champion must be discarded to being this avatar into play. All Dark Sun champions of this player gain a +5 fire elemental as an ally that cannot be forced to switch sides or be discarded through cardplay.
Garl Glittergold	4TH	473	Hero	13	AD&D	Rare	"Avatar. Gnome. A hero of level 8 or higher must be discarded to bring Garl into play. All champions of this player are considered gnomes. All champions and all ""true"" gnomes are immune to offensive wizard spells."
Urdlen	4TH	474	Monster	14	AD&D	Rare	Avatar. An earthwalking monster of level 7 or more must be discarded to bring Urdlen into play. Urdlen devours all earthwalking allies that oppose any of this player's champions.
Yondalla the Provider	4TH	475	Hero	16	AD&D	Rare	Avatar. Halfling. A monster of level 12 or higher must be discarded to bring Yondalla intro play. Yondalla can only defend, never attack. If defeated in combat (or discarded for any reason) she forces both the opposing champion and one other champion of her choice to be discarded.
